2020ApJ...899...82B,keck,
2020ApJ...898L..38R,keck,
2020ApJ...898L..32P,keck,
2020ApJ...897...36W,keck,
2020MNRAS.496.5330F,keck,
2020JATIS...6c9003B,keck,
2020AJ....160...26B,keck,
2020MNRAS.497.4448S,keck,
2020AJ....160....1B,keck,
2020AJ....160...38V,keck,
2020ApJ...897..135Z,keck,
2020ApJ...898....2T,keck,
2020MNRAS.497..917L,keck,
2020MNRAS.497.1236M,keck,
2020MNRAS.497.3542P,keck,
2020MNRAS.497..246G,keck,
2020AJ....160...22C,keck,
2020AJ....160...41G,keck,
2020ApJ...897...31D,keck,
2020MNRAS.497..318L,keck,
2020ApJ...898L...3B,keck,
2020ApJ...897L..42J,keck,
2020MNRAS.497..765F,keck,
2020NatAs...4.1102M,keck,
2020MNRAS.497..626A,keck,
2020MNRAS.496.2309O,keck,
2020ApJ...897L..14Y,keck,
2020AJ....160...35S,keck,
2020AJ....160...37M,keck,
2020ApJ...897..125R,keck,
2020ApJ...898...45T,keck,
2020Icar..34513748S,keck,
2020MNRAS.496.4051M,keck,
2020MNRAS.496.4174B,keck,
2020MNRAS.496.5503B,keck,
2020ApJ...896....4X,keck,
2020ApJ...896...23W,keck,
2020ApJ...896...49B,keck,
2020ApJ...896..173P,keck,
2020MNRAS.496.3402D,keck,
2020ApJ...896...45M,keck,
2020ApJ...896...64L,keck,
2020Natur.582..497P,keck,
2020Sci...368.1477J,keck,
2020ApJ...896..156F,keck,
2020ApJ...896..165J,keck,
2020ApJ...895L..37B,keck,
2020ApJ...895..116E,keck,
2020ApJ...895..132T,keck,
2020ApJ...895...78W,keck,
2020MNRAS.496.1092G,keck,
2020AJ....159..244N,keck,
2020ApJ...895L..38S,keck,
2020ApJ...896...77H,keck,
2020AJ....159..263W,keck,
2020MNRAS.495.1531G,keck,
2020ApJ...895..147C,keck,
2020AJ....159..198S,keck,
2020AJ....159..235L,keck,
2020MNRAS.495.4860D,keck,
2020AJ....159..236L,keck,
2020AJ....159..241D,keck,
2020MNRAS.495.2387S,keck,
2020MNRAS.495.2582G,keck,
2020MNRAS.495.3022P,keck,
2020MNRAS.495.3859W,keck,
2020MNRAS.495.4347B,keck,
2020MNRAS.495.4430T,keck,
2020ApJ...895...31B,keck,
2020Natur.581..147B,keck,
2020ApJ...895...32F,keck,
2020ApJ...894...91P,keck,
2020A&A...637A..73N,keck,
2020A&A...637A..53K,keck,
2020NatAs...4..957Y,keck,
2020ApJ...895...49H,keck,
2020ApJ...895L..23C,keck,
2020MNRAS.495.3961L,keck,
2020AJ....159..197H,keck,
2020ApJ...894...26T,keck,
2020MNRAS.493.5653Z,keck,
2020ApJ...893L..29B,keck,
2020ApJ...893...27G,keck,
2020MNRAS.494.5374S,keck,
2020MNRAS.495.1321D,keck,
2020MNRAS.495.1531G,keck,
2020MNRAS.494.5091G,keck,
2020NatAs...4..893N,keck,
2020AJ....159..242W,keck,
2020AJ....159..216P,keck,
2020A&A...636L...4M,keck,
2020ApJ...892..153M,keck,
2020ApJS..247...61F,keck,
2020ApJ...892..104D,keck,
2020MNRAS.494.4031M,keck,
2020MNRAS.493.2805K,keck,
2020AJ....159..157L,keck,
2020AJ....159..181B,keck,
2020AJ....159..139L,keck,
2020ApJ...891...69C,keck,
2020AcA....70....1M,keck,
2020MNRAS.494.1411W,keck,
2020A&A...635A..39T,keck,
2020AJ....159..118U,keck,
2020ApJ...891..177Z,keck,
2020ApJ...892....8D,keck,
2020MNRAS.493.1044T,keck,
2020ApJ...891L..10T,keck,
2020ApJ...891L..13K,keck,
2020MNRAS.494.3491L,keck,
2020NatAs...4..650T,keck,
2020MNRAS.492.5897S,keck,
2020MNRAS.492.5011D,keck,
2020MNRAS.492.5853L,keck,
2020MNRAS.493L..22E,keck,
2020ApJ...892...28K,keck,
2020ApJ...891...45K,keck,
2020MNRAS.493..627C,keck,
2020AJ....159..115K,keck,
2020AJ....159...97X,keck,
2020MNRAS.492.4325S,keck,
2020ApJ...889..180N,keck,
2020ApJ...890..119C,keck,
2020ApJ...890....3R,keck,
2020A&A...634A.111F,keck,
2020ApJ...890..131A,keck,
2020MNRAS.494..941S,keck,
2020PhRvL.124h1101H,keck,
2020ApJ...890...87B,keck,
2020AJ....159...68B,keck,
2020MNRAS.492.2044C,keck,
2020ApJ...889..177E,keck,
2020MNRAS.491.4925G,keck,
2020MNRAS.491.5524H,keck,
2020ApJ...889..161N,keck,
2020MNRAS.491.5238S,keck,
2020A&A...634L...7S,keck,
2020ApJ...889...93V,keck,
2020MNRAS.491.5693A,keck,
2020AJ....159...46K,keck,
2020A&A...634A..72S,keck,
2020AJ....159...52M,keck,
2020MNRAS.492..572A,keck,
2020ApJ...889..175R,keck,
2020AJ....159...63B,keck,
2020AJ....159...40U,keck,
2020MNRAS.491.2639D,keck,
2020MNRAS.491.1427S,keck,
2020ApJ...888...28B,keck,
2020MNRAS.491.3496C,keck,
2020ApJ...888...14H,keck,
2020A&A...633L...5I,keck,
2020MNRAS.491.2057L,keck,
2020MNRAS.491..356L,keck,
2020A&A...633A..36M,keck,
2020A&A...633A..37S,keck,
2020ApJ...888...89T,keck,
2020ApJ...889...50Y,keck,
2020Icar..33513411D,keck,
2020A&A...633A..98W,keck,
2020ApJ...889L..13H,keck,
2020ApJ...888L..11S,keck,
2020ApJS..246...11F,keck,
2020Natur.577..337C,keck,
2020NatAs...4...77J,keck,
2020A&A...633A.152C,keck,
2020ApJ...888L...5Y,keck,
2020AJ....159...29W,keck,
2020AJ....159....2P,keck,
2020ApJ...888...34S,keck,
2020A&A...643A.162S,keck,
2020AJ....160..114C,keck,
2019ApJ...886...83K,keck,
2019ApJS..245...26K,keck,
2019ApJS..245...23C,keck,
2019ApJ...886..152Y,keck,
2019ApJ...887...78C,keck,
2019ApJ...887..205T,keck,
2019Icar..334...30G,keck,
2019ApJ...887...89W,keck,
2019MNRAS.490.2905P,keck,
2019ApJ...887....5L,keck,
2019A&A...632A..55K,keck,
2019MNRAS.490.2799D,keck,
2019ApJ...887...32C,keck,
2019ApJ...887...23B,keck,
2019ApJ...887...75T,keck,
2019ApJ...886...91K,keck,
2019AJ....158..240H,keck,
2019ApJ...887..168G,keck,
2019ApJ...887..169H,keck,
2019ApJ...887..109T,keck,
2019AJ....158..227G,keck,
2019ApJ...887..127I,keck,
2019ApJ...887...85T,keck,
2019AJ....158..239T,keck,
2019ApJ...887...86E,keck,
2019MNRAS.490.1498L,keck,
2019AJ....158..242X,keck,
2019AJ....158..225D,keck,
2019MNRAS.490.1743C,keck,
2019AJ....158..181B,keck,
2019ApJ...885...46G,keck,
2019ApJ...885L..34T,keck,
2019ApJ...886...29S,keck,
2019ApJ...885...61R,keck,
2019ApJ...886...11L,keck,
2019ApJ...886...40J,keck,
2019ApJ...885...65F,keck,
2019A&A...631A.133B,keck,
2019A&A...631L..10D,keck,
2019ApJ...885..100L,keck,
2019ApJ...885..155W,keck,
2019ApJ...886...66N,keck,
2019ApJ...885...43A,keck,
2019ApJ...886L..12B,keck,
2019AJ....158..200R,keck,
2019AJ....158..197R,keck,
2019A&A...631A.107P,keck,
2019ApJ...885L..21M,keck,
2019AJ....158..206F,keck,
2019Natur.575..618L,keck,
2020NatAs...4..266P,keck,
2019AJ....158..216X,keck,
2019AJ....158..174D,keck,
2019AJ....158..178P,keck,
2019MNRAS.489.4944Z,keck,
2019MNRAS.490..202S,keck,
2019MNRAS.490.1231L,keck,
2019PASP..131k4402D,keck,
2019MNRAS.489.3073B,keck,
2019MNRAS.489.3665F,keck,
2019ApJ...884..180D,keck,
2019A&A...630A..64P,keck,
2019A&A...630A.130D,keck,
2019ApJ...884....7E,keck,
2019MNRAS.489.2104T,keck,
2019ApJ...883..123Z,keck,
2019AJ....158..136R,keck,
2019ApJ...884L..10M,keck,
2019ApJ...884..133F,keck,
2019ApJ...883..163B,keck,
2019MNRAS.488.5145T,keck,
2019AJ....158..139D,keck,
2019ApJ...884...30W,keck,
2019ApJ...884...66G,keck,
2019MNRAS.489.2536D,keck,
2019AJ....158..140B,keck,
2019Natur.574...69M,keck,
2019Natur.574..643R,keck,
2019Sci...366..356D,keck,
2019ApJ...884...54M,keck,
2019Sci...366...97U,keck,
2019ApJ...883..142H,keck,
2019MNRAS.488.5340B,keck,
2019MNRAS.488.5862A,keck,
2019AJ....158..165M,keck,
2019ApJ...884...28S,keck,
2019ApJ...883..153A,keck,
2019ApJ...883..128G,keck,
2019MNRAS.489.2572T,keck,
2019MNRAS.488.4465G,keck,
2019ApJ...882..127E,keck,
2019ApJ...882..144K,keck,
2019ApJ...882..149K,keck,
2019RSPTA.37780405S,keck,
2019ApJ...882...17Y,keck,
2019MNRAS.488...18H,keck,
2019Sci...365.1134J,keck,
2019ApJ...883....5B,keck,
2019ApJ...883...94T,keck,
2019ApJ...883...78P,keck,
2019RSPTA.37790067M,keck,
2019RSPTA.37780408M,keck,
2019ApJ...883..108D,keck,
2019ApJ...882L..28C,keck,
2019ApJ...883...31F,keck,
2019ApJ...882...94W,keck,
2019ApJ...883L..16C,keck,
2019ApJ...882...31A,keck,
2019ApJ...882...69G,keck,
2019ApJ...882...76B,keck,
2019ApJ...882...77C,keck,
2019ApJ...883...17C,keck,
2019A&A...629A..19M,keck,
2019AJ....158..111H,keck,
2019AJ....158..127T,keck,
2019ApJ...883..100S,keck,
2019MNRAS.488.1878N,keck,
2019MNRAS.488.3783B,keck,
2019MNRAS.488.4126P,keck,
2019ApJ...882L..27D,keck,
2019AJ....158...98P,keck,
2019ApJ...882..117L,keck,
2019MNRAS.488.3492S,keck,
2019ApJS..243...24P,keck,
2019A&A...628A..17W,keck,
2019MNRAS.487.1865W,keck,
2019AJ....158...87D,keck,
2019ApJ...881..150C,keck,
2019MNRAS.487.5824A,keck,
2019PASJ...71...85M,keck,
2019ApJ...881L..35S,keck,
2019ApJ...880..120H,keck,
2019A&A...628A.107M,keck,
2019AJ....158...78J,keck,
2019AJ....158...79D,keck,
2019ApJ...880...91V,keck,
2019ApJ...880L..20J,keck,
2019ApJ...880L..31K,keck,
2019ApJ...881...23E,keck,
2019MNRAS.487.2215A,keck,
2019MNRAS.487.4136W,keck,
2019MNRAS.487.4261S,keck,
2019MNRAS.489.1265M,keck,
2019Sci...365..565B,keck,
2019A&A...628L...5I,keck,
2019Sci...365..664D,keck,
2019ApJ...881...45K,keck,
2019MNRAS.487.4669G,keck,
2019ApJ...879...28H,keck,
2019ApJ...879...45V,keck,
2019ApJ...879..120C,keck,
2019ApJ...880...33Y,keck,
2019Univ....5..177W,keck,
2019ApJ...878L...5F,keck,
2019AJ....158....4O,keck,
2019ApJ...879..119H,keck,
2019ApJ...880...15K,keck,
2019ApJ...880...25B,keck,
2019ApJ...880...54H,keck,
2019Natur.571..528B,keck,
2019NatAs...3..822M,keck,
2019ApJ...879L...4M,keck,
2019A&A...627A.116L,keck,
2019A&A...627A.117L,keck,
2019ApJ...879...70H,keck,
2019Natur.572..352R,keck,
2019A&A...627A.152S,keck,
2019AJ....158...29D,keck,
2019A&A...627A..70K,keck,
2019MNRAS.486.4987R,keck,
2019ApJ...877..146J,keck,
2019AJ....157..234S,keck,
2019MNRAS.486.2129D,keck,
2019MNRAS.486..175G,keck,
2019MNRAS.485.4967F,keck,
2019ApJ...878...99L,keck,
2019ApJ...878...87F,keck,
2019ApJ...878...84M,keck,
2019ApJ...878...71L,keck,
2019ApJ...878...50H,keck,
2019ApJ...878...45B,keck,
2019ApJ...878...12H,keck,
2019AJ....157..245H,keck,
2019ApJ...878..101S,keck,
2019ApJ...877...81M,keck,
2019ApJ...878L..35K,keck,
2019ApJ...878..129F,keck,
2019MNRAS.486.1392Z,keck,
2019MNRAS.486.2184M,keck,
2019MNRAS.485.5192B,keck,
2019AJ....157..255X,keck,
2019AJ....157..247R,keck,
2019MNRAS.485.5700S,keck,
2019MNRAS.485.5153M,keck,
2019ApJ...878...72D,keck,
2019ApJ...876...68B,keck,
2019AJ....157..185B,keck,
2019ApJ...877L...3C,keck,
2019ApJ...876...71H,keck,
2019ApJ...876...19S,keck,
2019ApJ...876...50L,keck,
2019ApJ...876..124C,keck,
2019AJ....157..192C,keck,
2019A&A...625A..39S,keck,
2019ApJ...874..143K,keck,
2019A&A...624A.121H,keck,
2019ApJS..241...16M,keck,
2019ApJ...875..136V,keck,
2019ApJ...875...45T,keck,
2019ApJS..241...17C,keck,
2019AJ....157..147D,keck,
2019ApJ...875..130L,keck,
2019MNRAS.486.3721B,keck,
2019A&A...624A..15S,keck,
2019AJ....157..145M,keck,
2019ApJ...875...29M,keck,
2019AJ....157..149L,keck,
2019AJ....157..162H,keck,
2019ApJ...874..150B,keck,
2019A&A...624A..44S,keck,
2019ApJ...874L..12D,keck,
2019Icar..322..251O,keck,
2019MNRAS.484.2257Z,keck,
2019MNRAS.484.4695T,keck,
2019MNRAS.484.2433S,keck,
2019MNRAS.484.4726B,keck,
2019MNRAS.484.5245H,keck,
2019MNRAS.484.3425M,keck,
2019AJ....157...97K,keck,
2019MNRAS.483.3579A,keck,
2019ApJ...873..127T,keck,
2019AJ....157..109K,keck,
2019ApJ...874...82H,keck,
2019ApJ...873...92B,keck,
2019ApJ...874L...5V,keck,
2019ApJ...873...65S,keck,
2019AJ....157..103J,keck,
2019ApJ...873L..18D,keck,
2019ApJ...874...17B,keck,
2019A&A...623A.132C,keck,
2019ApJ...874...18W,keck,
2019ApJ...873..102F,keck,
2019ApJ...873..129P,keck,
2019ApJ...873....9J,keck,
2019MNRAS.483.5380T,keck,
2019MNRAS.484.1031P,keck,
2019Icar..321..324M,keck,
2019ApJ...874...44Y,keck,
2019AJ....157..102L,keck,
2019AJ....157..116K,keck,
2019AJ....157..118R,keck,
2019MNRAS.483.2941W,keck,
2019AJ....157...93T,keck,
2019MNRAS.483.5223B,keck,
2019A&A...622A.140B,keck,
2019A&A...622A.193A,keck,
2019ApJ...872..141S,keck,
2019ApJ...872L..22T,keck,
2019MNRAS.483.1934B,keck,
2019A&A...622A..42A,keck,
2019ApJ...872..101B,keck,
2019ApJ...872..161D,keck,
2019ApJ...872L..30A,keck,
2019ApJ...872...81W,keck,
2019AJ....157...51W,keck,
2019MNRAS.483.1168M,keck,
2019ApJS..240...39G,keck,
2019ApJ...872L..25D,keck,
2019MNRAS.483...19M,keck,
2019A&A...622A.102M,keck,
2019ApJ...871..167K,keck,
2019ApJS..240...19K,keck,
2019ApJS..240...33G,keck,
2019AJ....157...41F,keck,
2019AJ....157...40F,keck,
2019AJ....157...52B,keck,
2019MNRAS.482.5138B,keck,
2019A&A...622A.138K,keck,
2019ApJ...872...18M,keck,
2019ApJ...872...67G,keck,
2019AJ....157...71P,keck,
2019MNRAS.483.2736R,keck,
2019ApJ...871..166U,keck,
2019ApJ...871..128T,keck,
2019A&A...621A..64T,keck,
2019ApJ...870L..11F,keck,
2019NatAs...3..242T,keck,
2019A&A...621A..71T,keck,
2019NaPho..13...25S,keck,
2019A&A...621A..30S,keck,
2019MNRAS.482.1545S,keck,
2019ApJ...871...63M,keck,
2019ApJS..240...13L,keck,
2019ApJ...870..137K,keck,
2019ApJ...870...44H,keck,
2019ApJ...871...62G,keck,
2019ApJ...870...46F,keck,
2019ApJ...870...76B,keck,
2019Icar..317..104D,keck,
2019ApJ...870L..14D,keck,
2019AJ....157...33M,keck,
2019A&A...621A...7W,keck,
2019ApJ...871..103G,keck,
2019ApJ...870...33Y,keck,
2019MNRAS.482.3514P,keck,
2019MNRAS.482.2149L,keck,
2019Icar..317..266S,keck,
2018AJ....156..264F,keck,
2018ApJ...869...92R,keck,
2018MNRAS.481.1976Z,keck,
2018ApJ...869..171T,keck,
2018A&A...620A.190D,keck,
2018AJ....156..286S,keck,
2018ApJ...869...50D,keck,
2018ApJ...869..153N,keck,
2018ApJ...869...18M,keck,
2018ApJ...869..146H,keck,
2018ApJ...869...58D,keck,
2018ApJ...869..123S,keck,
2018AJ....156..251R,keck,
2018AJ....156..258D,keck,
2018ApJ...868..142R,keck,
2018AJ....156..250Y,keck,
2018AJ....156..254W,keck,
2018AJ....156..289B,keck,
2018AJ....156..291C,keck,
2018ApJ...868..117S,keck,
2018AJ....156..302D,keck,
2018AJ....156..277L,keck,
2018ApJ...869...11C,keck,
2018MNRAS.481.1427S,keck,
2018MNRAS.481.2083R,keck,
2018MNRAS.481.3865C,keck,
2018AJ....156..272W,keck,
2018MNRAS.481.2601F,keck,
2018Natur.563..365R,keck,
2018ApJS..239....5C,keck,
2018Sci...362.1034D,keck,
2018ApJ...867...34V,keck,
2018AJ....156..196R,keck,
2018A&A...619A..46L,keck,
2018AJ....156..245R,keck,
2018ApJ...867..109M,keck,
2018ApJ...868...15T,keck,
2018Natur.563..214K,keck,
2018A&A...619L...3V,keck,
2018ApJ...867...30E,keck,
2018ApJ...867...66C,keck,
2018ApJ...868...28F,keck,
2018ApJ...868L..10D,keck,
2018ApJ...867L..31C,keck,
2018ApJ...867L...3B,keck,
2018ApJ...867...96L,keck,
2018MNRAS.481..138B,keck,
2018MNRAS.480.3993B,keck,
2018MNRAS.480.5017A,keck,
2018A&A...619A.142K,keck,
2018MNRAS.481.1041T,keck,
2018AJ....156..213M,keck,
2018MNRAS.480.3864E,keck,
2018ApJ...867...62W,keck,
2018MNRAS.479.5124Z,keck,
2018MNRAS.480.1445D,keck,
2018AJ....156..156X,keck,
2018MNRAS.480.2411M,keck,
2018PhRvD..98h3540M,keck,
2018A&A...618A.154V,keck,
2018ApJ...866...67T,keck,
2018A&A...618A..23R,keck,
2018ApJ...866..119L,keck,
2018ApJ...866...52T,keck,
2018A&A...618A..85S,keck,
2018A&A...618A..86S,keck,
2018ApJ...865..152M,keck,
2018ApJS..238...37K,keck,
2018A&A...618A.115K,keck,
2018A&A...618A..37F,keck,
2018ApJ...866...72D,keck,
2018ApJ...866...23D,keck,
2018ApJ...865..106C,keck,
2018NatAs...2..957C,keck,
2018ApJ...866...63A,keck,
2018ApJ...866..136F,keck,
2018Sci...362..201D,keck,
2018ApJ...866...79B,keck,
2018MNRAS.480.2072K,keck,
2018ApJS..238...15H,keck,
2018AJ....156..167D,keck,
2018ApJ...865..141W,keck,
2018ApJ...866...21C,keck,
2018ApJ...866...33L,keck,
2018MNRAS.480.2609L,keck,
2018MNRAS.480.2094L,keck,
2018MNRAS.480..451L,keck,
2018MNRAS.479.4891F,keck,
2018MNRAS.479.4936A,keck,
2018ApJ...864..103J,keck,
2018A&A...617A.104P,keck,
2018A&A...617A.119L,keck,
2018ApJ...865...42H,keck,
2018AJ....156..127Y,keck,
2018NatAs...2..887L,keck,
2018ApJ...864...15K,keck,
2018ApJ...864..172H,keck,
2018ApJ...864...58F,keck,
2018AJ....156..101B,keck,
2018AJ....156..147B,keck,
2018AJ....156..133P,keck,
2018ApJ...864...42C,keck,
2018ApJ...864...53E,keck,
2018MNRAS.479..844R,keck,
2018MNRAS.479.3308A,keck,
2018ApJ...864...36L,keck,
2018MNRAS.479.1180M,keck,
2018MNRAS.479...43K,keck,
2018MNRAS.479.2547C,keck,
2018Icar..312..267C,keck,
2018MNRAS.479.1055B,keck,
2018MNRAS.479.1505G,keck,
2018MNRAS.479.2630D,keck,
2018MNRAS.479.2702F,keck,
2018AJ....156...89P,keck,
2018Icar..311..317T,keck,
2018AJ....156...47E,keck,
2018ApJ...863..179S,keck,
2018ApJ...862..126N,keck,
2018PASJ...70...74N,keck,
2018MNRAS.478.1649C,keck,
2018A&A...616A.146P,keck,
2018AJ....156...83Z,keck,
2018ApJ...863..130W,keck,
2018ApJ...863L..26S,keck,
2018ApJ...863..191J,keck,
2018ApJ...863...20J,keck,
2018ApJS..237...38B,keck,
2018ApJ...863...15W,keck,
2018ApJ...862..125N,keck,
2018ApJS..237...31L,keck,
2018ApJ...862..142J,keck,
2018AJ....156...57D,keck,
2018AJ....156...70D,keck,
2018ApJ...862...94L,keck,
2018MNRAS.478.2097B,keck,
2018ApJ...863..134H,keck,
2018MNRAS.478.5050M,keck,
2018MNRAS.478.5135B,keck,
2018MNRAS.478.1520B,keck,
2018ApJ...861L...3C,keck,
2018AJ....156...29A,keck,
2018A&A...615L..15G,keck,
2018ApJ...862L...6D,keck,
2018ApJ...862...50M,keck,
2018ApJ...862...24L,keck,
2018ApJ...862...85G,keck,
2018ApJ...861..149F,keck,
2018ApJ...861...60K,keck,
2018ApJS..237...18K,keck,
2018ApJ...861...63H,keck,
2018AJ....156...25R,keck,
2018ApJ...861L...5G,keck,
2018A&A...614A.138L,keck,
2018ApJ...861...37G,keck,
2018ApJ...862L..10E,keck,
2018MNRAS.477.5536Z,keck,
2018MNRAS.477.5568K,keck,
2018MNRAS.478.1403R,keck,
2018MNRAS.477.4483S,keck,
2018ApJ...861...56C,keck,
2018Icar..309....1M,keck,
2018Icar..309..134P,keck,
2018ApJ...860..109G,keck,
2018ApJ...860...75D,keck,
2018MNRAS.477.2817S,keck,
2018MNRAS.477...18P,keck,
2018ApJ...859..138W,keck,
2018ApJ...859...91S,keck,
2018PASP..130f4002S,keck,
2018A&A...613A..56L,keck,
2018ApJ...859..146R,keck,
2018ApJ...860..100D,keck,
2018ApJ...860...47C,keck,
2018ApJ...859..164B,keck,
2018ApJ...860..125R,keck,
2018ApJ...860...41L,keck,
2018AJ....155..255Y,keck,
2018ApJS..236...28T,keck,
2018SSRv..214...68M,keck,
2018ApJ...860...49M,keck,
2018MNRAS.477L..70W,keck,
2018MNRAS.477.2098N,keck,
2018MNRAS.476.4543B,keck,
2018MNRAS.476.3974P,keck,
2018A&A...613A..63B,keck,
2018AJ....155..192T,keck,
2018ApJ...858...99S,keck,
2018AJ....155..222D,keck,
2018ApJ...858...48M,keck,
2018MNRAS.476.2258R,keck,
2018MNRAS.476..133O,keck,
2018Icar..305..198G,keck,
2018MNRAS.476..896G,keck,
2018ApJ...858...47A,keck,
2018ApJ...858...77H,keck,
2018Icar..305..174D,keck,
2018MNRAS.476.2278H,keck,
2018ApJ...856L..31T,keck,
2018MNRAS.475.3502R,keck,
2018NatAs...2..334K,keck,
2018ApJ...856L..30V,keck,
2018ApJ...857L...9R,keck,
2018AJ....155..173C,keck,
2018AJ....155..184G,keck,
2018ApJ...857....2R,keck,
2018ApJ...856..161C,keck,
2018AJ....155..159B,keck,
2018AJ....155..158B,keck,
2018ApJ...856L...8C,keck,
2018ApJ...856...37B,keck,
2018MNRAS.475.1261H,keck,
2018MNRAS.474.2871R,keck,
2018A&A...611A..23H,keck,
2018MNRAS.474.2987H,keck,
2018ApJ...855...42S,keck,
2018ApJS..235...14S,keck,
2018ApJ...855..136R,keck,
2018A&A...611A..74R,keck,
2018ApJ...855....2Q,keck,
2018AJ....155..136M,keck,
2018ApJ...856L...2M,keck,
2018MNRAS.474.4870M,keck,
2018A&A...611A..58G,keck,
2018ApJ...855L...5D,keck,
2018MNRAS.475.1104B,keck,
2018Natur.555..334B,keck,
2018AJ....155..141B,keck,
2018MNRAS.474.3391A,keck,
2018PASP..130c4202A,keck,
2018Natur.555..629V,keck,
2018ApJ...855...44K,keck,
2018ApJ...855..102C,keck,
2018ApJ...855..115B,keck,
2018ApJ...855..106D,keck,
2018AJ....155..109S,keck,
2018ApJ...855...20G,keck,
2018AJ....155..126D,keck,
2018MNRAS.475..469S,keck,
2018MNRAS.474.5523S,keck,
2018MNRAS.475..193F,keck,
2018AJ....155...70W,keck,
2018AJ....155...57C,keck,
2018A&A...609L...5R,keck,
2018A&A...610A..40R,keck,
2018MNRAS.473.4582L,keck,
2018AJ....155...63S,keck,
