BibCode,Title,Author,AUaff1,AUaff2,AUaff3,Publication,Date,YYYY,URL,DOI,Notes,Instru,ObsDate,ProjCode,TAC,Subject
2007PASP..119...90M,The M Dwarf GJ 436 and its Neptune-Mass Planet,"Maness, H.|Marcy, G.|Ford, E.|et. al.",,,,PASP 119 90,2007 January,2007,http://dx.doi.org/10.1086/510689,,We thank NASA and the University of California for allocations of Keck telescope time toward the planet search around M dwarfs.,HIRES,,,NASA|UC,
2007ApJ...655L..33J,A High-Resolution Spectrum of the Extremely Metal-rich Bulge G Dwarf OGLE-2006-BLG-265,"Johnson, J.|Gal-Yam, A.|Leonard, D.|et. al.",,,,ApJ 655 L33,2007 January,2007,http://dx.doi.org/10.1086/511750,,,HIRES,,,Caltech,
2007MNRAS.374..910E,The Stellar Mass Density at z~6 from Spitzer Imaging of i-drop Galaxies,"Eyles, L.|Bunker, A.|Ellis, R.|et. al.",,,,MNRAS 374 910,2007 January,2007,http://dx.doi.org/10.1111/j.1365-2966.2006.11197.x,,2008 round-up submitted by Ellis,DEIMOS,,,Caltech,
2007MNRAS.374..634T,Probing variations in fundamental constants with radio and optical quasar absorption-line observations,"Tzanavaris, P.|Murphy, M.|Webb, J.|et. al.",,,,MNRAS 374 634,2007 January,2007,http://dx.doi.org/10.1111/j.1365-2966.2006.11178.x,,,HIRES,,,,
2007ApJ...656..505M,First High-Contrast Science with an Integral Field Spectrograph: The Sub-Stellar Companion to GQ Lupi,"McElwain, M.|Metchev, S.|Larkin, J.|et. al.",,,,ApJ 656 505,2007 February,2007,http://dx.doi.org/10.1086/510063,,Galactic,AO|OSIRIS|NGS,,,TSIP|NOAO,
2007AJ....133..420O,Pluto's Spectrum from 1.0 to 4.2 µm: Implications for Surface Properties,"Olkin, C.|Young, E.|Young, L.|et. al.",,,,AJ 133 420,2007 February,2007,http://dx.doi.org/10.1086/509616,,author verified,NIRSPEC,,,NASA,
2007ApJ...655.1033M,The Keck Aperture-masking Experiment: Near-Infrared Sizes of Dusty Wolf-Rayet Stars,"Monnier, J.|Tuthill, P.|Danchi, W.|et. al.",,,,ApJ 655 1033,2007 February,2007,http://dx.doi.org/10.1086/509873,,,NIRC,,,checked,
2007ApJ...655.1172T,The Surface of 2003 EL61 in the Near-Infrared,"Trujillo, C.|Brown, M.|Barkume, K.|et. al.",,,,ApJ 655 1172,2007 February,2007,http://dx.doi.org/10.1086/509861,,,NIRC,,,checked,
2007ApJ...655L.105S,Molecular Gas in the Inner 1 AU of the TW Hya and GM Aur Transitional Disks,"Salyk, C.|Blake, G.|Boogert, A.|Brown, J.",,,,ApJ 655 L105,2007 February,2007,http://dx.doi.org/10.1086/512012,,Title is as IOP publishers lists it,NIRSPEC,,,checked,
2007ApJ...655..735H,Quasars Probing Quasars. II. The Anisotropic Clustering of Optically Thick Absorbers around Quasars,"Hennawi, J.|Prochaska, J.",,,,ApJ 655 735,2007 February,2007,http://dx.doi.org/10.1086/509770,,,LRIS,,,checked,
2007ApJ...656..666O,The Keck+Magellan Survey for Lyman Limit Absorption. I. The Frequency Distribution of Super Lyman Limit Systems,"O'Meara, J.|Prochaska, J.|Burles, S.|et. al.",,,,ApJ 656 666,2007 February,2007,http://dx.doi.org/10.1086/510711,,,ESI,,,checked,
2007ApJ...656.1150S,"Adaptive Optics Imaging of IRAS 18276-1431: A Bipolar Preplanetary Nebula with Circumstellar ""Searchlight Beams"" and ""Arcs""","Sánchez Contreras, C.|Le Mignant, D.|Sahai, R.|et. al.",,,,ApJ 656 1150,2007 February,2007,http://dx.doi.org/10.1086/510480,,Galactic,AO|NGS|NIRC2,,,checked,
2007ApJS..168..297T,Structure and Evolution of Nearby Stars with Planets. II. Physical Properties of ~1000 Cool Stars from the SPOCS Catalog,"Takeda, G.|Ford, E.|Sills, A.|et. al.",,,,ApJS 168 297,2007 February,2007,http://dx.doi.org/10.1086/509763,,nasa added from NASA bib,HIRES,,,NASA,
2007ApJ...656..552B,"HAT-P-1b: A Large-Radius, Low-Density Exoplanet Transiting One Member of a Stellar Binary","Bakos, G.|Noyes, R.|Kovács, G.|et. al.",,,,ApJ 656 552,2007 February,2007,http://dx.doi.org/10.1086/509874,,"Exoplanets. ""Keck time has been granted by NASA""",HIRES,,,NASA,
2007ApJ...656..186B,The Oxygen Abundance in the Inner H II Regions of M101: Implications for the Calibration of Strong-Line Metallicity Indicators,"Bresolin, F.",,,,ApJ 656 186,2007 February,2007,http://dx.doi.org/10.1086/510380,,,LRIS,,,checked,
2007ApJ...656..372G,On the Progenitor of SN 2005gl and the Nature of Type IIn Supernovae,"Gal-Yam, A.|Leonard, D.|Fox, D.|et. al.",,,,ApJ 656 372,2007 February,2007,http://dx.doi.org/10.1086/510523,,Extra-Galactic,AO|LGS|NIRC2,,,,
2007ApJS..168..231P,The Interstellar Medium of Gamma-Ray Burst Host Galaxies. I. Echelle Spectra of Swift GRB Afterglows,"Prochaska, J.|Chen, H.|Bloom, J.|et. al.",,,,ApJS 168 231,2007 February,2007,http://dx.doi.org/10.1086/510239,,,HIRES,,,checked,
2007MNRAS.375..705H,Giant Lyman-alpha nebulae around z>2 radio galaxies: evidence for infall,"Humphrey, A.|Villar-Martín, M.|Fosbury, R.|et. al.",,,,MNRAS 375 705,2007 February,2007,http://dx.doi.org/10.1111/j.1365-2966.2006.11344.x,,,LRIS,,,,
2007ApJ...656.1121R,The First Direct Measurements of Surface Magnetic Fields on Very Low Mass Stars,"Reiners, A.|Basri, G.",,,,ApJ 656 1121,2007 February,2007,http://www.journals.uchicago.edu/cgi-bin/resolve?ApJ65836,,,HIRES,,,checked,
2007AJ....133..568A,High Spectral Resolution Near-IR Observations of ESO-Halpha 279A and 279B,"Aspin, C.|Greene, T.",,,,AJ 133 568,2007 February,2007,http://dx.doi.org/10.1086/510133,,Some data presented herein were obtained at the W. M. Keck Observatory from telescope time allocated to the National Aeronautics and Space Administration through the agency's scientific partnership with the California Institute of Technology and the University of California.,NIRSPEC,,,NASA,
2007AJ....133..639G,High-Resolution Mid-Infrared Imaging of Radio Ultracompact H II Regions,"Giveon, U.|Richter, M.|Becker, R.|White, R.",,,,AJ 133 639,2007 February,2007,http://dx.doi.org/10.1086/510069,,,LWS,,,checked,
2007AJ....133..439C,Meeting the Cool Neighbors. IX. The Luminosity Function of M7-L8 Ultracool Dwarfs in the Field,"Cruz, K.|Reid, I.|Kirkpatrick, J.|et. al.",,,,AJ 133 439,2007 February,2007,http://dx.doi.org/10.1086/510132,,,LRIS,,,checked,
2007ApJ...656....1L,The Physical Nature of Rest-UV Galaxy Morphology during the Peak Epoch of Galaxy Formation,"Law, D.|Steidel, C.|Erb, D.|et. al.",,,,ApJ 656 1,2007 February,2007,http://dx.doi.org/10.1086/510357,,roundup 2007,LRIS|NIRSPEC,,,,
2007PASP..119..135P,Direct Analysis of Spectra of the Unusual Type Ib Supernova 2005bf,"Parrent, J.|Branch, D.|Troxel, M.|et. al.",,,,PASP 119 135,2007 February,2007,http://dx.doi.org/10.1086/512494,,From Dr. Filippenko's email of 19Feb09,LRIS,,,UC,
2007ApJ...658...78W,Integral Field Spectroscopy of a Candidate Disk Galaxy at z ~ 1.5 Using Laser Guide Star Adaptive Optics,"Wright, S.|Larkin, J.|Barczys, M.|et. al.",,,,ApJ 658 78,2007 March,2007,http://dx.doi.org/10.1086/511632,,Extra-Galactic,AO|LGS|OSIRIS,,,checked,
2007ApJ...657..338P,A Survey for Young Spectroscopic Binary K7-M4 Stars in Ophiuchus,"Prato, L.",,,,ApJ  657 338,2007 March,2007,http://dx.doi.org/10.1086/510882,,Galactic,AO|NGS|NIRSPAO|NIRSPEC,,,NASA,
2007AJ....133..757H,Brackett Lines from the Super Star Cluster Nebulae in HE 2-10,"Henry, A.|Turner, J.|Beck, S.|et. al.",,,,AJ 133 757,2007 March,2007,http://dx.doi.org/10.1086/510358,,,NIRSPEC,,,checked,
2007MNRAS.375.1299V,Ly-alpha excess in high-redshift radio galaxies: a signature of star formation,"Villar-Martín, M.|Humphrey, A.|De Breuck, C.|et. al.",,,,MNRAS 375 1299,2007 March,2007,http://dx.doi.org/10.1111/j.1365-2966.2006.11371.x,,,LRIS,,,checked,
2007Icar..187..240D,Temporal evolution of parent volatiles and dust in Comet 9P/Tempel 1 resulting from the Deep Impact experiment,"Disanti, M.|Villanueva, G.|Bonev, B.|et. al.",,,,Icarus 187 240,2007 March,2007,http://dx.doi.org/10.1016/j.icarus.2006.10.007,,,NIRSPEC,,,Keck,Solar System
2007MNRAS.375.1364L,Inside the whale: the structure and dynamics of the isolated Cetus dwarf spheroidal,"Lewis, G.|Ibata, R.|Chapman, S.|et. al.",,,,MNRAS 375 1364,2007 March,2007,http://dx.doi.org/10.1111/j.1365-2966.2007.11395.x,,,DEIMOS,,,checked,
2007Icar..187..156C,Observations of Comet 9P/Tempel 1 with the Keck 1 HIRES instrument during Deep Impact,"Cochran, A.|Jackson, W.|Meech, K.|Glaz, M.",,,,Icarus 187 156,2007 March,2007,http://dx.doi.org/10.1016/j.icarus.2006.07.025,,,HIRES,,,Keck,Solar System
2007A&A...464..299G,The hot subdwarf B + white dwarf binary KPD 1930+2752. A supernova type Ia progenitor candidate,"Geier, S.|Nesslinger, S.|Heber, U.|et. al.",,,,A&A 464 299,2007 March,2007,http://dx.doi.org/10.1051/0004-6361:20066098,,,HIRES,,,,
2007ApJ...657..241K,Stellar Kinematics and Metallicities in the Leo I Dwarf Spheroidal Galaxy-Wide-Field Implications for Galactic Evolution,"Koch, A.|Wilkinson, M.|Kleyna, J.|et. al.",,,,ApJ 657 241,2007 March,2007,http://dx.doi.org/10.1086/510879,,,DEIMOS,,,checked,
2007ApJ...657..533W,Four New Exoplanets and Hints of Additional Substellar Companions to Exoplanet Host Stars,"Wright, J.|Marcy, G.|Fischer, D.|et. al.",,,,ApJ 657 533,2007 March,2007,http://dx.doi.org/10.1086/510553,,Exoplanets,HIRES,,,UC,
2007A&A...464L..61F,On the abundances of GRO J1655-40,"Foellmi, C.|Dall, T.|Depagne, E.|et. al.",,,,A&A 464 61,2007 March,2007,http://dx.doi.org/10.1051/0004-6361:20077106,,,HIRES,,,checked,
2007ApJ...658..410S,A Quadrupolar Preplanetary Nebula: IRAS 19475+3119,"Sahai, R.|Sánchez Contreras, C.|Morris, M.|Claussen, M.",,,,ApJ 658 410,2007 March,2007,http://www.journals.uchicago.edu/cgi-bin/resolve?ApJ70323,,,ESI,,,checked,
2007ApJ...657..738L,The Luminosity Function and Star Formation Rate between Redshifts of 0.07 and 1.47 for Narrowband Emitters in the Subaru Deep Field,"Ly, C.|Malkan, M.|Kashikawa, N.|et. al.",,,,ApJ 657 738,2007 March,2007,http://www.journals.uchicago.edu/cgi-bin/resolve?ApJ64987,,,DEIMOS,,,checked,
2007ApJ...657L.105F,SN 2006jc: A Wolf-Rayet Star Exploding in a Dense He-rich Circumstellar Medium,"Foley, R.|Smith, N.|Ganeshalingam, M.|et. al.",,,,ApJ 657 105,2007 March,2007,http://www.journals.uchicago.edu/cgi-bin/resolve?ApJL21407,,,LRIS|DEIMOS,,,UC,
2007AJ....133.1085B,A Normal Stellar Disk in the Galaxy Malin 1,"Barth, A.",,,,AJ 133 1085,2007 March,2007,http://dx.doi.org/10.1086/511180,,,ESI,,,UC,
2007ApJ...658..520L,Interferometric Observations of RS Ophiuchi and the Origin of the Near-Infrared Emission,"Lane, B.|Sokoloski, J.|Barry, R.|et. al.",,,,ApJ 658 520,2007 March,2007,http://dx.doi.org/10.1086/511414,,Galactic,AO|IF|NGS,,,NASA,
2007MNRAS.376..416R,Hidden activity in high-redshift spheroidal galaxies from mid-infrared and X-ray observations in the GOODS-North field,"Rodighiero, G.|Gruppioni, C.|Civano, F.|et. al.",,,,MNRAS 376 416,2007 March,2007,http://dx.doi.org/10.1111/j.1365-2966.2007.11447.x,,26-Jul-07,DEIMOS,,,,
2007MNRAS.376..157C,The strong transformation of spiral galaxies infalling into massive clusters at z ~ 0.2,"Cortese, L.|Marcillac, D.|Richard, J.|et. al.",,,,MNRAS 376 157,2007 March,2007,http://dx.doi.org/10.1111/j.1365-2966.2006.11369.x,,,LRIS,,,,
2007MNRAS.375.1528K,HI 21-cm absorption at z ~ 3.39 towards PKS 0201+113,"Kanekar, N.|Chengalur, J.|Lane, W.",,,,MNRAS 375 1528,2007 March,2007,http://dx.doi.org/10.1111/j.1365-2966.2007.11430.x,,26-Jul-07,HIRES,,,,
2007A&A...464..119C,AMBER/VLTI interferometric observations of the recurrent Nova RS Ophiuchii 5.5 days after outburst,"Chesneau, O.|Nardetto, N.|Millour, F.|et. al.",,,,A&A 464 119,2007 March,2007,http://dx.doi.org/10.1051/0004-6361:20066609,,,AO|IF|NGS,,,3rd party,
2007MNRAS.376..287A,The FALCON concept: multi-object adaptive optics and atmospheric tomography for integral field spectroscopy – principles and performance on an 8-m telescope,"Assémat, F.|Gendron, E.|Hammer, F.",,,,MNRAS 376 287,2007 March,2007,http://dx.doi.org/10.1111/j.1365-2966.2007.11422.x,,,LRIS,,,3rd party,
2007Natur.446..294B,A collisional family of icy objects in the Kuiper belt,"Brown, M.|Barkume, K.|Ragozzine, D.|Schaller, E.",,,,Nature 446 294,2007 March,2007,http://dx.doi.org/10.1038/nature05619,,roundup 2007,NIRC,,,,
2007ApJ...657..897K,Modeling T Tauri Winds from He I lambda 10830 Profiles,"Kwan, J.|Edwards, S.|Fischer, W.",,,,ApJ 657 897,2007 March,2007,http://dx.doi.org/10.1086/511057,,roundup 2007  no mention of Keck - author submission,NIRSPEC,,,,
2007Icar..187..144M,The impact and rotational light curves of Comet 9P/Tempel 1,"Manfroid, J.|Hutsemékers, D.|Jehin, E.|et. al.",,,,Icarus 187 144,2007 March,2007,http://dx.doi.org/10.1016/j.icarus.2006.08.003,,,HIRES,,,,
2007AJ....133.1490W,A Photometric and Spectroscopic Search for White Dwarfs in the Open Clusters NGC 6633 and NGC 7063,"Williams, K.|Bolte, M.",,,,AJ 133 1490,2007 April,2007,http://dx.doi.org/10.1086/511675,,,LRIS,,,checked,
2007ApJ...659L..25M,Magnesium Isotopes in Metal-poor Dwarfs: The Rise of AGB Stars and the Formation Timescale of the Galactic Halo,"Meléndez, J.|Cohen, J.",,,,ApJ 659 L25,2007 April,2007,http://www.journals.uchicago.edu/cgi-bin/resolve?ApJL21477,,,HIRES,,,checked,
2007ApJ...659L.161C,A New Type of Extremely Metal-poor Star,"Cohen, J.|McWilliam, A.|Christlieb, N.|et. al.",,,,ApJ 659 L161,2007 April,2007,http://dx.doi.org/10.1086/518031,,,HIRES,,,Caltech,
2007ApJ...658.1217M,"The NIRSPEC Brown Dwarf Spectroscopic Survey. II. High-Resolution J-Band Spectra of M, L, and T Dwarfs","McLean, I.|Prato, L.|McGovern, M.|et. al.",,,,ApJ 658 1217,2007 April,2007,http://dx.doi.org/10.1086/511740,,,NIRSPEC,,,checked,
2007ApJ...659..931B,The Role of Galaxy Interactions and Mergers in Star Formation at z<=1.3: Mid-Infrared Properties in the Spitzer First Look Survey,"Bridge, C.|Appleton, P.|Conselice, C.|et. al.",,,,ApJ 659 931,2007 April,2007,http://dx.doi.org/10.1086/512029,,,DEIMOS,,,checked,
2007ApJ...658L..95B,The Extended Star Formation History of the Andromeda Spheroid at 21 kpc on the Minor Axis,"Brown, T.|Smith, E.|Ferguson, H.|et. al.",,,,ApJ 658 L95,2007 April,2007,http://dx.doi.org/10.1086/515395,,,DEIMOS,,,UC,
2007ApJ...659.1241R,Photometric Stellar Variability in the Galactic Center,"Rafelski, M.|Ghez, A.|Hornstein, S.|et. al.",,,,ApJ 659 1241,2007 April,2007,http://dx.doi.org/10.1086/512062,,,NIRC,,,UC,
2007ApJ...659.1536R,Spitzer Observations of the New Luminous Red Nova M85 OT2006-1,"Rau, A.|Kulkarni, S.|Ofek, E. O.|Yan, L.",,,,ApJ 659 1536,2007 April,2007,http://dx.doi.org/10.1086/512672,,,NIRC,,,checked,
2007ApJ...658..778Y,Spitzer Mid-Infrared Spectroscopy of Infrared Luminous Galaxies at z ~ 2. I. The Spectra,"Yan, L.|Sajina, A.|Fadda, D.|et. al.",,,,ApJ 658 778,2007 April,2007,http://dx.doi.org/10.1086/511516,,,LRIS,,,checked,
2007AJ....133.1722E,Internal Properties of Ultracompact Dwarf Galaxies in the Virgo Cluster,"Evstigneeva, E.|Gregg, M.|Drinkwater, M.|Hilker, M.",,,,AJ 133 1722,2007 April,2007,http://dx.doi.org/10.1086/511958,,,ESI,,,checked,
2007ApJ...659.1138M,Dynamical Evidence for Environmental Evolution of Intermediate-Redshift Spiral Galaxies,"Moran, S.|Miller, N.|Treu, T.|et. al.",,,,ApJ 659 1138,2007 April,2007,http://dx.doi.org/10.1086/513005,,,DEIMOS,,,checked,
2007ApJ...659..685B,Warm Gas in the Inner Disks around Young Intermediate-Mass Stars,"Brittain, S.|Simon, T.|Najita, J.|Rettig, T.",,,,ApJ 659 685,2007 April,2007,http://dx.doi.org/10.1086/511255,,author verified,NIRSPEC,,,NASA,
2007ApJ...658.1312M,Are Debris Disks and Massive Planets Correlated?,"Moro-Martín, A.|Carpenter, J.|Meyer, M.|et. al.",,,,ApJ 658 1312,2007 April,2007,http://dx.doi.org/10.1086/511746,,verified article w/ tel sched.,HIRES,,,Caltech|NASA|UC,
2007ApJ...659...98R,New Hubble Space Telescope Discoveries of Type Ia Supernovae at z = 1: Narrowing Constraints on the Early Behavior of Dark Energy,"Riess, A.|Strolger, L.|Casertano, S.|et. al.",,,,ApJ 659 98,2007 April,2007,http://dx.doi.org/10.1086/510378,,,DEIMOS,,,checked,
2007MNRAS.376.1445C,The DEEP2 galaxy redshift survey: evolution of the colour-density relation at 0.4 < z < 1.35,"Cooper, M.|Newman, J.|Coil, A.|et. al.",,,,MNRAS 376 1445,2007 April,2007,http://dx.doi.org/10.1111/j.1365-2966.2007.11534.x,,,DEIMOS,,,checked,
2007ApJ...658..865J,The Evolution of Galaxies in X-Ray-luminous Groups,"Jeltema, T.|Mulchaey, J.|Lubin, L.|Fassnacht, C.",,,,ApJ 658 865,2007 April,2007,http://dx.doi.org/10.1086/511852,,,LRIS,,,checked,
2007MNRAS.376.1425G,The DEEP2 galaxy redshift survey: the evolution of the blue fraction in groups and the field,"Gerke, B.|Newman, J.|Faber, S.|et. al.",,,,MNRAS 376 1425,2007 April,2007,http://dx.doi.org/10.1111/j.1365-2966.2007.11374.x,,26-Jul-07,DEIMOS,,,,
2007PASP..119..360P,The Peculiar SN 2005hk: Do Some Type Ia Supernovae Explode as Deflagrations?,"Phillips, M.|Li, W.|Frieman, J.|et. al.",,,,PASP 119 360,2007 April,2007,http://dx.doi.org/10.1086/518372,,,DEIMOS|LRIS,,,UC|UH,
2007ApJ...659L..13O,SN 2006gy: An Extremely Luminous Supernova in the Galaxy NGC 1260,"Ofek, E.|Cameron, P.|Kasliwal, M.|et. al.",,,,ApJ 659 L13,2007 April,2007,http://dx.doi.org/10.1086/516749,,,LRIS,,,Caltech,
2007Icar..187..482D,Figure of the double Asteroid 90 Antiope from adaptive optics and lightcurve observations,"Descamps, P.|Marchis, F.|Michalowski, T.|et. al.",,,,Icarus 187 482,2007 April,2007,http://dx.doi.org/10.1016/j.icarus.2006.10.030,,,AO|LGS|NIRC2,,,NASA,Solar System
2007ApJS..169..430R,The N2K Consortium. VII. Atmospheric Parameters of 1907 Metal-rich Stars: Finding Planet-Search Targets,"Robinson, S.|Ammons, S.|Kretke, K.|et. al.",,,,ApJS 169 430,2007 April,2007,http://dx.doi.org/10.1086/513108,,,HIRES,,,,
2007ApJ...659...84S,A New Measurement of the Stellar Mass Density at z~5: Implications for the Sources of Cosmic Reionization,"Stark, D.|Bunker, A.|Ellis, R.|et. al.",,,,ApJ 659 84,2007 April,2007,http://dx.doi.org/10.1086/511325,,2008 round-up submitted by Ellis,DEIMOS,,,,
2007ApJ...660..288P,"Circumnuclear Star Clusters in the Galaxy Merger NGC 6240, Observed with Keck Adaptive Optics and the Hubble Space Telescope","Pollack, L.|Max, C.|Schneider, G.",,,,ApJ 660 288,2007 May,2007,http://dx.doi.org/10.1086/512777,,Extra-Galactic,AO|NGS|NIRC2,,,UC,
2007ApJ...660..461B,Near-IR CO Overtone Emission in 51 Ophiuchi,"Berthoud, M.|Keller, L.|Herter, T.|et. al.",,,,ApJ 660 461,2007 May,2007,http://dx.doi.org/10.1086/512056,,,NIRSPEC,,,checked,
2007ApJ...660L.105C,Multiobject Spectroscopy of Young Star Clusters in NGC 4676,"Chien, L.|Barnes, J.|Kewley, L.|Chambers, K.",,,,ApJ 660 L105,2007 May,2007,http://dx.doi.org/10.1086/518215,,,LRIS,,,checked,
2007MNRAS.377..806C,The Tully-Fisher relation of galaxies at z ~ 0.85 in the DEEP2 survey,"Chiu, K.|Bamford, S.|Bunker, A.",,,,MNRAS 377 806,2007 May,2007,http://dx.doi.org/10.1111/j.1365-2966.2007.11656.x,,,DEIMOS,,,checked,
2007ApJ...660...47D,Spectroscopy of z~6 i-dropout Galaxies: Frequency of Ly-alpha Emission and the Sizes of Ly-alpha Emitting Galaxies,"Dow-Hygelund, C.|Holden, B.|Bouwens, R.|et. al.",,,,ApJ 660 47,2007 May,2007,http://dx.doi.org/10.1086/512025,,,LRIS,,,checked,
2007ApJ...660L...7K,AEGIS: Galaxy Spectral Energy Distributions from the X-Ray to Radio,"Konidaris, N.|Guhathakurta, P.|Bundy, K.|et. al.",,,,ApJ 660 L7,2007 May,2007,http://dx.doi.org/10.1086/517929,,,DEIMOS,,,checked,
2007AJ....133.2008K,Measuring the Mass of a Pre-Main-Sequence Binary Star through the Orbit of TWA 5A,"Konopacky, Q.|Ghez, A.|Duchêne, G.|et. al.",,,,AJ 133 2008,2007 May,2007,http://dx.doi.org/10.1086/513010,,Galactic,AO|NIRC|NIRC2|NGS,,,checked,
2007ApJ...660L..51L,AEGIS: Enhancement of Dust-enshrouded Star Formation in Close Galaxy Pairs and Merging Galaxies up to z ~ 1,"Lin, L.|Koo, D.|Weiner, B.|et. al.",,,,ApJ 660 L51,2007 May,2007,http://dx.doi.org/10.1086/517919,,,DEIMOS,,,checked,
2007ApJ...660...81M,Radius-dependent Luminosity Evolution of Blue Galaxies in GOODS-N,"Melbourne, J.|Phillips, A.|Harker, J.|et. al.",,,,ApJ 660 81,2007 May,2007,http://dx.doi.org/10.1086/513134,,,DEIMOS,,,checked,
2007ApJ...660L..31M,A Strong-Lens Survey in AEGIS: The Influence of Large-Scale Structure,"Moustakas, L.|Marshall, P.|Newman, J.|et. al.",,,,ApJ 660 L31,2007 May,2007,http://dx.doi.org/10.1086/517930,,,DEIMOS,,,checked,
2007ApJ...660L..43N,"Star Formation in AEGIS Field Galaxies since z=1.1: The Dominance of Gradually Declining Star Formation, and the Main Sequence of Star-forming Galaxies","Noeske, K.|Weiner, B.|Faber, S.|et.al.",,,,ApJ 660 L43,2007 May,2007,http://dx.doi.org/10.1086/517926,,,DEIMOS,,,checked,
2007MNRAS.377..759S,Spatially resolved spectroscopy of early-type galaxies over a range in mass,"Sánchez-Blázquez, P.|Forbes, D.|Strader, J.|et. al.",,,,MNRAS 377 759,2007 May,2007,http://dx.doi.org/10.1111/j.1365-2966.2007.11647.x,,,LRIS,,,checked,
2007AJ....133.2320S,Discovery of a 66 mas Ultracool Binary with Laser Guide Star Adaptive Optics,"Siegler, N.|Close, L.|Burgasser, A.|et. al.",,,,AJ 133 2320,2007 May,2007,http://dx.doi.org/10.1086/513273,,Galactic,AO|LGS|NIRC2,,,NASA,
2007ApJ...660.1428K,The Distance to the Isolated Neutron Star RX J0720.4-3125,"Kaplan, D.|van Kerkwijk, M.|Anderson, J.",,,,ApJ 660 1428,2007 May,2007,http://dx.doi.org/10.1086/513309,,,LRIS,,,checked,
