1997ApJ...474L..19D,keck,,HIRES,0
1997ApJ...475..445M,keck,,NIRC,0
1997ApJ...476..677C,keck,,LRIS,0
1997ApJ...476L..63K,keck,,LRIS,0
1997ApJ...478...80H,keck,,HIRES,0
1997ApJ...478...87H,keck,,HIRES,0
1997ApJ...478L..13K,keck,,LRIS,0
1997ApJ...478L..49K,keck,,HIRES,0
1997ApJ...479..523B,keck,,HIRES,0
1997ApJ...479L.121V,keck,,LRIS,0
1997ApJ...480..568S,keck,,LRIS|NIRC,0
1997ApJ...480L...5C,keck,,LRIS,0
1997ApJ...480L..43D,keck,,HIRES,0
1997ApJ...480L..91Z,keck,,LRIS,0
1997ApJ...481..673L,keck,,LRIS,0
1997ApJ...482..203M,keck,,HIRES,0
1997ApJ...482..757M,keck,,HIRES,0
1997ApJ...482L..37O,keck,,LRIS,0
1997ApJ...483..565P,keck,,LRIS,0
1997ApJ...483..638C,keck,,HIRES,0
1997ApJ...484...70F,keck,,LRIS,0
1997ApJ...484..131L,keck,,HIRES,0
1997ApJ...484..193C,keck,,LRIS,0
1997ApJ...484..581S,keck,,LRIS,0
1997ApJ...484..672K,keck,,HIRES,0
1997ApJ...485L..75C,keck,,NIRC,0
1997ApJ...486..230C,keck,,LRIS,0
1997ApJ...486L..75F,keck,,LRIS,0
1997ApJ...487...73P,keck,,HIRES,0
1997ApJ...487L.113B,keck,,LRIS,0
1997ApJ...489....7R,keck,,HIRES,0
1997ApJ...489..543P,keck,,LRIS,0
1997ApJ...489..559G,keck,,LRIS,0
1997ApJ...489L...7C,keck,,HIRES,0
1997ApJ...490..698D,keck,,LRIS,0
1997ApJ...490L..99H,keck,,NIRC,0
1997ApJ...491..436A,keck,,HIRES,0
1997ApJ...491L..81Z,keck,,HIRES,0
1997ApJS..112..527P,keck,,LRIS,0
1997MNRAS.288.1015A,keck,,HIRES,0
1997MNRAS.289..621A,keck,,NIRC,0
1997Natur.387..878M,keck,,LRIS,0
1997NuPhA.621...19K,keck,,HIRES,0
1997PASP..109..461F,keck,,LRIS,0
1997PASP..109..614O,keck,,HIRES,0
1997PhRvL..79.1801W,keck,,LRIS,0
1997Sci...277.1485S,keck,,HIRES,0
1998A&A...329..495S,keck,,LRIS,0
1998A&A...332..514L,keck,,LRIS,0
1998A&A...333..106M,keck,,LRIS,0
1998A&A...333..746H,keck,,LRIS,0
1998A&A...338..127W,keck,,LRIS,0
1998A&A...340L..27H,keck,,LRIS,0
1998AJ....115..105K,keck,,LRIS,0
1998AJ....115..377F,keck,,LRIS,0
1998AJ....115..666K,keck,,HIRES,0
1998AJ....115..890C,keck,,LRIS,0
1998AJ....115.1230S,keck,,LRIS,0
1998AJ....115.1319C,keck,,LRIS,0
1998AJ....115.1371S,keck,,LRIS,0
1998AJ....115.1418H,keck,,LRIS,0
1998AJ....115.1500K,keck,,HIRES,0
1998AJ....115.1667J,keck,,NIRC,0
1998AJ....115.1888S,keck,,HIRES,0
1998AJ....115.1972P,keck,,NIRC,0
1998AJ....115.2184S,keck,,HIRES,0
1998AJ....115.2356C,keck,,LRIS,0
1998AJ....116...13D,keck,,NIRC,0
1998AJ....116..549O,keck,,LRIS,0
1998AJ....116..560P,keck,,LRIS,0
1998AJ....116..643L,keck,,LRIS,0
1998AJ....116..691B,keck,,LRIS,0
1998AJ....116..707R,keck,,LRIS,0
1998AJ....116.1009R,keck,,LRIS,0
1998AJ....116.2086B,keck,,LRIS,0
1998AJ....116.2315M,keck,,HIRES,0
1998AJ....116.2489C,keck,,HIRES,0
1998AJ....116.2617S,keck,,LRIS,0
1998Ap&SS.263..127G,keck,,LRIS,0
1998ApJ...492..428S,keck,,LRIS,0
1998ApJ...492L.131H,keck,,LRIS,0
1998ApJ...493..206B,keck,,HIRES,0
1998ApJ...493L..53G,keck,,LRIS,0
1998ApJ...494L.137B,keck,,LRIS,0
1998ApJ...494L.211M,keck,,LRIS,0
1998ApJ...495...44C,keck,,HIRES,0
1998ApJ...495..276A,keck,,NIRC,0
1998ApJ...495L..13G,keck,,HIRES,0
1998ApJ...496..808C,keck,,LRIS,0
1998ApJ...497...67F,keck,,HIRES,0
1998ApJ...497..573G,keck,,LRIS,0
1998ApJ...498..385S,keck,,HIRES,0
1998ApJ...498L...9C,keck,,NIRC,0
1998ApJ...498L..59O,keck,,LRIS,0
1998ApJ...498L..93D,keck,,LRIS,0
1998ApJ...498L.147D,keck,,HIRES,0
1998ApJ...499..181C,keck,,HIRES,0
1998ApJ...499..699B,keck,,HIRES|LRIS,0
1998ApJ...499L..21C,keck,,LRIS,0
1998ApJ...499L..61M,keck,,LRIS,0
1998ApJ...499L.115F,keck,,LRIS,0
1998ApJ...499L.119C,keck,,NIRC,0
1998ApJ...499L.199S,keck,,LRIS,0
1998ApJ...500..660T,keck,,LRIS,0
1998ApJ...500L.121S,keck,,LRIS,0
1998ApJ...500L.183H,keck,,NIRC,0
1998ApJ...501..110B,keck,,LRIS,0
1998ApJ...501..624G,keck,,HIRES,0
1998ApJ...501L.171S,keck,,NIRC,0
1998ApJ...502..550D,keck,,LRIS,0
1998ApJ...502..614V,keck,,NIRC,0
1998ApJ...502..932O,keck,,LRIS,0
1998ApJ...502L..91L,keck,,LRIS,0
1998ApJ...502L..99H,keck,,LRIS,0
1998ApJ...503..543G,keck,,LRIS,0
1998ApJ...503L..83K,keck,,MIRLIN,0
1998ApJ...504..107B,keck,,LRIS|NIRC,0
1998ApJ...504..622H,keck,,LRIS,0
1998ApJ...504..805S,keck,,LRIS,0
1998ApJ...504..935R,keck,,LRIS,0
1998ApJ...504L..17V,keck,,LRIS,0
1998ApJ...505...18A,keck,,LRIS,0
1998ApJ...505...50B,keck,,NIRC,0
1998ApJ...505L...7B,keck,,LRIS,0
1998ApJ...505L..65B,keck,,NIRC,0
1998ApJ...505L..95W,keck,,LRIS,0
1998ApJ...505L.143Z,keck,,HIRES,0
1998ApJ...505L.147M,keck,,HIRES,0
1998ApJ...506..384F,keck,,NIRC,0
1998ApJ...506..519T,keck,,NIRC,0
1998ApJ...506L..89A,keck,,NIRC,0
1998ApJ...507L..25B,keck,,LRIS,0
1998ApJ...507L..41M,keck,,LRIS,0
1998ApJ...507L..49K,keck,,LRIS,0
1998ApJ...507L.145K,keck,,NIRC,0
1998ApJ...508..539P,keck,,LRIS,0
1998ApJ...508L..17D,keck,,LRIS,0
1998ApJ...508L..21B,keck,,LRIS|NIRC,0
1998ApJ...508L..81K,keck,,NIRC,0
1998ApJ...508L.175B,keck,,NIRC,0
1998ApJ...509...74G,keck,,LRIS,0
1998ApJ...509..661D,keck,,HIRES,0
1998ApJ...509..678G,keck,,NIRC,0
1998ApJ...509L...5O,keck,,LRIS,0
1998ApJ...509L.113M,keck,,LRIS,0
1998MNRAS.297..990A,keck,,HIRES,0
1998MNRAS.301..310S,keck,,LRIS,0
1998Natur.391...51P,keck,,LRIS,0
1998Natur.393...35K,keck,,LRIS,0
1998Natur.393...43R,keck,,NIRC,0
1998Natur.394...44C,keck,,HIRES,0
1998Natur.394..248B,keck,,NIRC,0
1998Natur.394..448S,keck,,NIRC,0
1998PASP..110.1336K,keck,,LWS,0
1998PASP..110.1389B,keck,,HIRES,0
1998PASP..110.1499O,keck,,HIRES,0
1999A&A...341..491H,keck,,LRIS,0
1999A&A...342..395K,keck,,HIRES,0
1999A&A...347L...9W,keck,,HIRES,0
1999A&A...348L..25H,keck,,HIRES,0
1999A&A...349L..13M,keck,,HIRES,0
1999A&A...350L..62S,keck,,LRIS,0
1999AJ....117...63T,keck,,HIRES,0
1999AJ....117..330J,keck,,HIRES,0
1999AJ....117..343R,keck,,HIRES,0
1999AJ....117..492B,keck,,HIRES,0
1999AJ....117..658F,keck,,LRIS,0
1999AJ....117..725F,keck,,LRIS,0
1999AJ....117.1122S,keck,,LRIS,0
1999AJ....117.1206K,keck,,LRIS,0
1999AJ....117.1549B,keck,,HIRES,0
1999AJ....117.1771S,keck,,HIRES,0
1999AJ....117.2034T,keck,,LRIS,0
1999AJ....117.2428C,keck,,LRIS,0
1999AJ....117.2434C,keck,,LRIS,0
1999AJ....117.2594G,keck,,HIRES,0
1999AJ....117.2608G,keck,,LRIS,0
1999AJ....117.2656B,keck,,LRIS,0
1999AJ....117.2748W,keck,,NIRC,0
1999AJ....118...59C,keck,,HIRES,0
1999AJ....118...76R,keck,,LRIS,0
1999AJ....118..406C,keck,,HIRES,0
1999AJ....118..654M,keck,,HIRES,0
1999AJ....118.1005M,keck,,LRIS,0
1999AJ....118.1301S,keck,,HIRES,0
1999AJ....118.1411C,keck,,LRIS,0
1999AJ....118.1506B,keck,,LRIS,0
1999AJ....118.1609B,keck,,LRIS,0
1999AJ....118.1645C,keck,,LRIS,0
1999AJ....118.1963C,keck,,LRIS,0
1999AJ....118.2065S,keck,,NIRC,0
1999AJ....118.2350H,keck,,HIRES,0
1999AJ....118.2460B,keck,,HIRES,0
1999AJ....118.2466M,keck,,HIRES,0
1999ARA&A..37..487H,keck,,HIRES|LRIS,0
1999Ap&SS.269..209S,keck,,LRIS,0
1999ApJ...510..266B,keck,,HIRES,0
1999ApJ...510..576P,keck,,HIRES,0
1999ApJ...511..118K,keck,,LRIS,0
1999ApJ...511L..71P,keck,,HIRES,0
1999ApJ...511L.101G,keck,,LRIS,0
1999ApJ...512...30C,keck,,LRIS,0
1999ApJ...512..351M,keck,,NIRC,0
1999ApJ...513..207S,keck,,MIRLIN,0
1999ApJ...513..592B,keck,,LRIS,0
1999ApJ...513..598L,keck,,HIRES,0
1999ApJ...514...33T,keck,,NIRC,0
1999ApJ...514L..61B,keck,,LRIS,0
1999ApJ...515..500R,keck,,HIRES,0
1999ApJ...515L..57R,keck,,HIRES,0
1999ApJ...515L..61B,keck,,LRIS,0
1999ApJ...516...85T,keck,,LRIS|NIRC,0
1999ApJ...516..683F,keck,,NIRC,0
1999ApJ...516L..25V,keck,,LRIS,0
1999ApJ...517..565P,keck,,LRIS,0
1999ApJ...517..609L,keck,,HIRES,0
1999ApJ...517..692R,keck,,HIRES,0
1999ApJ...517L.135B,keck,,HIRES,0
1999ApJ...518L...1B,keck,,NIRC,0
1999ApJ...518L..53K,keck,,HIRES,0
1999ApJ...518L..61V,keck,,NIRC,0
1999ApJ...519....1S,keck,,LRIS,0
1999ApJ...519...18B,keck,,HIRES,0
1999ApJ...519..177L,keck,,LRIS,0
1999ApJ...519..345L,keck,,LRIS,0
1999ApJ...519..563S,keck,,LRIS,0
1999ApJ...519..610D,keck,,LRIS,0
1999ApJ...519..779S,keck,,LRIS,0
1999ApJ...519..802K,keck,,LRIS,0
1999ApJ...519L..47Y,keck,,LRIS,0
1999ApJ...519L.101B,keck,,NIRC,0
1999ApJ...520..239M,keck,,HIRES,0
1999ApJ...520..456E,keck,,HIRES,0
1999ApJ...520..469T,keck,,NIRC,0
1999ApJ...520..811W,keck,,HIRES|LRIS,0
1999ApJ...520L..87B,keck,,LRIS,0
1999ApJ...521..613R,keck,,HIRES,0
1999ApJ...521L.129J,keck,,OSCIR,0
1999ApJ...522...39T,keck,,LRIS,0
1999ApJ...522L...9H,keck,,LRIS,0
1999ApJ...522L..25B,keck,,LRIS,0
1999ApJ...522L..65B,keck,,NIRC,0
1999ApJ...524..566A,keck,,HIRES,0
1999ApJ...524L.103S,keck,,LRIS|NIRC,0
1999ApJ...524L.115Z,keck,,LRIS,0
1999ApJ...525..466L,keck,,LRIS,0
1999ApJ...525..659S,keck,,NIRC,0
1999ApJ...525..673B,keck,,LRIS,0
1999ApJ...525L...5S,keck,,HIRES|LRIS,0
1999ApJ...525L..81F,keck,,LRIS,0
1999ApJ...525L..97M,keck,,NIRC,0
1999ApJ...525L.113J,keck,,LWS,0
1999ApJ...526..147C,keck,,HIRES,0
1999ApJ...526L..25K,keck,,NIRC,0
1999ApJ...526L..57F,keck,,LRIS,0
1999ApJ...526L..77W,keck,,HIRES,0
1999ApJ...527..219S,keck,,LRIS,0
1999ApJ...527..525D,keck,,LRIS,0
1999ApJ...527..757I,keck,,LRIS,0
1999ApJ...527L.105R,keck,,LRIS,0
1999ApJS..120...51C,keck,,HIRES,0
1999ApJS..120..171C,keck,,LRIS,0
1999ApJS..121..369P,keck,,HIRES,0
1999ApJS..123..251S,keck,,HIRES,0
1999ApJS..125....1O,keck,,LRIS,0
1999Icar..138..214D,keck,,NIRC,0
1999Icar..139..189G,keck,,HIRES,0
1999Icar..139..374B,keck,,NIRC,0
1999MNRAS.302L..21R,keck,,LRIS,0
1999MNRAS.304..951H,keck,,HIRES,0
1999MNRAS.308.1061S,keck,,HIRES,0
1999MNRAS.310..289O,keck,,HIRES,0
1999Natur.398..389K,keck,,LRIS,0
1999Natur.398..487T,keck,,HIRES,0
1999Natur.401..142I,keck,,HIRES,0
1999Natur.401..453B,keck,,NIRC,0
1999PASP..111...50F,keck,,HIRES,0
1999PASP..111..306C,keck,,HIRES,0
1999PASP..111..801M,keck,,NIRC,0
1999PASP..111..946E,keck,,HIRES,0
1999PASP..111..969F,keck,,LRIS,0
1999PASP..111.1410L,keck,,NIRC,0
1999Sci...283.1718M,keck,,HIRES,0
1999Sci...284.1146B,keck,,NIRC,0
2000A&A...355..245P,keck,,LRIS,0
2000A&A...355L...1L,keck,,HIRES,0
2000A&A...357..414S,keck,,HIRES,0
2000A&A...358..605H,keck,,LRIS,0
2000A&A...359..457P,keck,,HIRES,0
2000A&A...360...92B,keck,,NIRC,0
2000A&A...360..833L,keck,,HIRES,0
2000A&A...361..815K,keck,,LRIS,0
2000A&A...363...69D,keck,,HIRES,0
2000A&A...363..198H,keck,,HIRES,0
2000A&AS..144..187C,keck,,LRIS,0
2000AJ....119...59C,keck,,LRIS,0
2000AJ....119..162C,keck,,LRIS,0
2000AJ....119..369R,keck,,LRIS,0
2000AJ....119..451L,keck,,LRIS,0
2000AJ....119..509S,keck,,MIRLIN|LWS,0
2000AJ....119..727B,keck,,LRIS,0
2000AJ....119..977B,keck,,NIRC,0
2000AJ....119.1078T,keck,,LRIS,0
2000AJ....119.1303T,keck,,HIRES,0
2000AJ....119.1519H,keck,,NIRC,0
2000AJ....119.2092B,keck,,NIRC,0
2000AJ....119.2341T,keck,,NIRC,0
2000AJ....119.2437D,keck,,HIRES,0
2000AJ....119.2535G,keck,,LRIS,0
2000AJ....119.2556L,keck,,NIRC,0
2000AJ....119.2571V,keck,,HIRES,0
2000AJ....119.2919B,keck,,HIRES,0
2000AJ....120..447K,keck,,LRIS,0
2000AJ....120..473B,keck,,LRIS,0
2000AJ....120..562T,keck,,LRIS,0
2000AJ....120..575Y,keck,,LRIS|NIRC,0
2000AJ....120..777P,keck,,LRIS,0
2000AJ....120.1085G,keck,,LRIS,0
2000AJ....120.1167F,keck,,ESI,0
2000AJ....120.1175E,keck,,HIRES,0
2000AJ....120.1487M,keck,,LRIS,0
2000AJ....120.1499M,keck,,LRIS,0
2000AJ....120.1541M,keck,,LRIS,0
2000AJ....120.1607Z,keck,,ESI,0
2000AJ....120.1668F,keck,,NIRC,0
2000AJ....120.1750C,keck,,LRIS,0
2000AJ....120.2114M,keck,,LRIS,0
2000AJ....120.2190V,keck,,LRIS,0
2000AJ....120.2331T,keck,,NIRC,0
2000AJ....120.2513P,keck,,HIRES,0
2000AJ....120.2879M,keck,,LRIS,0
2000AJ....120.2904B,keck,,MIRLIN|LWS,0
2000ApJ...528...96P,keck,,LRIS,0
2000ApJ...528..201C,keck,,LRIS,0
2000ApJ...528..849B,keck,,HIRES,0
2000ApJ...529..428V,keck,,LRIS,0
2000ApJ...529..655K,keck,,HIRES,0
2000ApJ...529L..37M,keck,,AO|NGS|KCAM,0
2000ApJ...529L..41H,keck,,HIRES,0
2000ApJ...530..329T,keck,,OSCIR,0
2000ApJ...530L..37V,keck,,LRIS,0
2000ApJ...531...95B,keck,,LRIS,0
2000ApJ...531..118B,keck,,LRIS,0
2000ApJ...531..159K,keck,,LRIS,0
2000ApJ...531..184K,keck,,LRIS,0
2000ApJ...531..624D,keck,,NIRC,0
2000ApJ...531..756C,keck,,MIRLIN,0
2000ApJ...531L..37B,keck,,HIRES,0
2000ApJ...531L.147K,keck,,NIRC,0
2000ApJ...531L.151L,keck,,NIRC,0
2000ApJ...532...65P,keck,,HIRES,0
2000ApJ...532..170S,keck,,LRIS,0
2000ApJ...532L..55M,keck,,HIRES,0
2000ApJ...532L.141F,keck,,OSCIR,0
2000ApJ...533..944K,keck,,HIRES,0
2000ApJ...533L...5P,keck,,HIRES,0
2000ApJ...533L..37K,keck,,MIRLIN,0
2000ApJ...533L..45M,keck,,NIRSPEC,0
2000ApJ...533L..49F,keck,,NIRSPEC,0
2000ApJ...533L..53L,keck,,NIRSPEC,0
2000ApJ...533L..57G,keck,,NIRSPEC,0
2000ApJ...533L..61L,keck,,NIRSPEC,0
2000ApJ...533L..65T,keck,,NIRSPEC,0
2000ApJ...533L..75S,keck,,LRIS,0
2000ApJ...533L.139S,keck,,HIRES,0
2000ApJ...533L.155L,keck,,LRIS,0
2000ApJ...534...41R,keck,,HIRES,0
2000ApJ...534...57B,keck,,HIRES,0
2000ApJ...534..133E,keck,,LRIS,0
2000ApJ...534..907T,keck,,NIRC,0
2000ApJ...534L..15B,keck,,LRIS,0
2000ApJ...535..561E,keck,,NIRC|MIRLIN|LWS,0
2000ApJ...535..626I,keck,,LWS,0
2000ApJ...535..833S,keck,,MIRLIN,0
2000ApJ...535L..47M,keck,,HIRES,0
2000ApJ...536...62R,keck,,NIRC,0
2000ApJ...536..239L,keck,,LRIS,0
2000ApJ...536..425J,keck,,OSCIR,0
2000ApJ...536..902V,keck,,HIRES,0
2000ApJ...536L..43M,keck,,HIRES,0
2000ApJ...536L..85S,keck,,HIRES,0
2000ApJ...537...65M,keck,,LRIS,0
2000ApJ...537...73S,keck,,LRIS,0
2000ApJ...537L..17T,keck,,LRIS,0
2000ApJ...537L..91C,keck,,HIRES,0
2000ApJ...538...29C,keck,,LRIS,0
2000ApJ...538..363B,keck,,HIRES,0
2000ApJ...539..540C,keck,,LRIS,0
2000ApJ...539..570G,keck,,NIRC,0
2000ApJ...539..577F,keck,,LRIS,0
2000ApJ...540..236H,keck,,NIRC,0
2000ApJ...540L...9E,keck,,HIRES|LRIS,0
2000ApJ...540L..73M,keck,,LRIS,0
2000ApJ...541...95V,keck,,LRIS,0
2000ApJ...541..264J,keck,,LWS,0
2000ApJ...541..610V,keck,,HIRES,0
2000ApJ...541L...1S,keck,,HIRES,0
2000ApJ...542...18T,keck,,NIRC|NIRSPEC,0
2000ApJ...542...27I,keck,,NIRC,0
2000ApJ...542..334H,keck,,HIRES,0
2000ApJ...543....1M,keck,,HIRES,0
2000ApJ...543..284T,keck,,NIRC,0
2000ApJ...543..299M,keck,,LRIS,0
2000ApJ...543..552S,keck,,LRIS,0
2000ApJ...543..577C,keck,,HIRES,0
2000ApJ...543L.163B,keck,,NIRC,0
2000ApJ...544..142G,keck,,LRIS,0
2000ApJ...544..218A,keck,,LRIS|NIRC,0
2000ApJ...544..937W,keck,,LRIS,0
2000ApJ...544L..35K,keck,,LRIS,0
2000ApJ...544L.111C,keck,,LRIS,0
2000ApJ...544L.141J,keck,,LWS,0
2000ApJ...545..504B,keck,,HIRES,0
2000ApJ...545..591W,keck,,HIRES,0
2000ApJ...545..635C,keck,,HIRES,0
2000ApJ...545..657A,keck,,LWS,0
2000ApJ...545..712K,keck,,NIRSPEC,0
2000ApJ...545..957M,keck,,NIRC,0
2000ApJ...545L..85R,keck,,LRIS,0
2000ApJS..126..133W,keck,,LRIS,0
2000ApJS..127....1H,keck,,LRIS,0
2000ApJS..130...91C,keck,,HIRES,0
2000ApJS..131..185S,keck,,NIRC,0
2000Icar..148..316B,keck,,HIRES,0
2000JChPh.113.8514S,keck,,HIRES,0
2000JGR...105.1425S,keck,,HIRES,0
2000JGR...10520557S,keck,,HIRES,0
2000MNRAS.311..385G,keck,,LRIS,0
2000MNRAS.314..209V,keck,,LRIS,0
2000MNRAS.314..220C,keck,,LRIS,0
2000MNRAS.315...21B,keck,,LRIS,0
2000MNRAS.316..827R,keck,,HIRES,0
2000MNRAS.317..406B,keck,,LRIS,0
2000MNRAS.318..817S,keck,,HIRES,0
2000MNRAS.319..318C,keck,,LRIS,0
2000Natur.403...57H,keck,,NIRC,0
2000Natur.404..159B,keck,,HIRES,0
2000Natur.404..459M,keck,,LRIS,0
2000Natur.407..349G,keck,,HIRES,0
2000Natur.407..979T,keck,,LRIS,0
2000Natur.408..560S,keck,,LRIS,0
2000Natur.408..689H,keck,,LRIS,0
2000PASP..112..137M,keck,,HIRES,0
2000PASP..112..315W,keck,,AO|NGS|KCAM,0
2000PASP..112..555T,keck,,NIRC,0
2000PASP..112..733O,keck,,HIRES,0
2000PASP..112.1315L,keck,,LRIS,0
2000PASP..112.1421B,keck,,HIRES,0
2000PASP..112.1526L,keck,,AO|NGS|KCAM,0
2000RvMA...13..173K,keck,,NIRC|HIRES|LRIS,0
2000Sci...287..107B,keck,,NIRC,0
2000Sci...288...64J,keck,,OSCIR,0
2000Sci...290..103Z,keck,,LRIS,0
2001A&A...366....7V,keck,,LRIS,0
2001A&A...366L..13D,keck,,HIRES,0
2001A&A...368..197B,keck,,NIRC,0
2001A&A...369...16C,keck,,LRIS,0
2001A&A...370..176M,keck,,NIRC,0
2001A&A...371..833L,keck,,LRIS,0
2001A&A...375L..27N,keck,,HIRES,0
2001A&A...376..672D,keck,,LRIS,0
2001A&A...377...90L,keck,,NIRC,0
2001A&A...377..778T,keck,,NIRSPEC,0
2001A&A...378..449K,keck,,LRIS,0
2001A&A...378..756G,keck,,LRIS,0
2001A&A...378..817S,keck,,LRIS,0
2001A&A...378..907R,keck,,HIRES,0
2001A&A...378..996L,keck,,LRIS,0
2001A&A...378.1014A,keck,,HIRES,0
2001A&A...378L..45I,keck,,LRIS,0
2001A&A...379..235R,keck,,HIRES,0
2001AJ....121....1B,keck,,LRIS,0
2001AJ....121...31F,keck,,LRIS,0
2001AJ....121...54F,keck,,LRIS,0
2001AJ....121..503S,keck,,HIRES,0
2001AJ....121..611M,keck,,ESI,0
2001AJ....121..662B,keck,,LRIS,0
2001AJ....121.1098R,keck,,MIRLIN,0
